formal_label,spec_id,role,term,coef,se,pvalue,or,n,coef_display
D1,d1_m1_total_association,main_diagnostic,peripheral,0.7940392197505444,0.082033770687156,3.688066953548333e-22,2.2123144273772986,17067,0.794*** (0.082)
D1,d1_m2_conditional_threshold,conditional_threshold,peripheral,1.1665652808458005,1.0754043974333347,0.2780240083893391,3.210944982357423,17067,1.167 (1.075)
